,Unnamed: 0,source,review_id,review_date,review_description,rating,user_name,review_title,developer_response,developer_response_date,thumbs_up,laguage_code,country_code
0,4,App Store,7924ab86-9d01-458a-89d4-d72ec8f7e5c9,2022-10-06,The app is not responding. I need to keep it to reload. And all of this going on on the iPhone 13 pro max. Terrible .,1,trislley,Terrible app,,,,en,us
